season,season_label,team_name,shot_type,shot_made,basic_zone,loc_x,loc_y,shot_distance
2014,2014-15,Milwaukee Bucks,2PT,Made,Restricted Area,-2,5.35,2
2014,2014-15,Charlotte Bobcats,2PT,Made,Restricted Area,-1.4,6.85,2
2014,2014-15,Sacramento Kings,2PT,Missed,Restricted Area,-1.8,7.85,3
2014,2014-15,Memphis Grizzlies,2PT,Made,Restricted Area,-0,8.55,3
2014,2014-15,Los Angeles Clippers,2PT,Made,Midrange,-0,20.95,15
2014,2014-15,Minnesota Timberwolves,2PT,Missed,Restricted Area,-0.7,7.25,2
2014,2014-15,Philadelphia 76ers,2PT,Missed,Restricted Area,0.2,6.95,1
2014,2014-15,Brooklyn Nets,2PT,Missed,Paint (non-RA),4.3,9.65,6
2014,2014-15,Miami Heat,2PT,Made,Restricted Area,-1.3,5.85,1
2014,2014-15,New Orleans Pelicans,2PT,Missed,Midrange,0.7,21.75,16
2014,2014-15,Golden State Warriors,2PT,Made,Restricted Area,2.1,6.35,2
2014,2014-15,Los Angeles Clippers,2PT,Made,Paint (non-RA),-6.9,15.45,12
2014,2014-15,New Orleans Pelicans,2PT,Missed,Midrange,-13.2,18.45,18
2014,2014-15,San Antonio Spurs,2PT,Made,Paint (non-RA),-2.9,11.85,7
2014,2014-15,Indiana Pacers,2PT,Missed,Midrange,8.9,21.25,18
2014,2014-15,Detroit Pistons,2PT,Missed,Restricted Area,2.4,6.85,2
2014,2014-15,Golden State Warriors,2PT,Missed,Paint (non-RA),0.2,14.95,9
2014,2014-15,Miami Heat,2PT,Made,Restricted Area,-1,5.35,1
2014,2014-15,New York Knicks,2PT,Missed,Midrange,-19.3,7.25,19
2014,2014-15,Toronto Raptors,2PT,Missed,Midrange,11.9,22.75,21
2014,2014-15,Miami Heat,2PT,Missed,Midrange,-0.2,24.75,19
2014,2014-15,Denver Nuggets,2PT,Made,Paint (non-RA),3.5,8.05,4
2014,2014-15,Brooklyn Nets,2PT,Missed,Midrange,-13.5,16.75,17
2014,2014-15,Oklahoma City Thunder,2PT,Made,Midrange,-8.1,9.35,9
2014,2014-15,Cleveland Cavaliers,2PT,Made,Midrange,-15.1,17.95,19
2014,2014-15,Los Angeles Clippers,2PT,Made,Midrange,-3.4,19.85,14
2014,2014-15,San Antonio Spurs,2PT,Made,Paint (non-RA),-0,13.55,8
2014,2014-15,Philadelphia 76ers,2PT,Missed,Restricted Area,2.7,5.35,2
2014,2014-15,Detroit Pistons,2PT,Made,Midrange,3.2,24.15,19
2014,2014-15,Dallas Mavericks,2PT,Made,Restricted Area,0.7,7.45,2
2014,2014-15,Brooklyn Nets,2PT,Missed,Restricted Area,2.3,6.15,2
2014,2014-15,Los Angeles Lakers,2PT,Made,Midrange,11.1,18.95,17
2014,2014-15,Cleveland Cavaliers,2PT,Made,Midrange,-14.7,20.05,20
2014,2014-15,New Orleans Pelicans,2PT,Made,Restricted Area,0.8,7.75,2
2014,2014-15,Portland Trail Blazers,2PT,Made,Restricted Area,-0.6,7.75,2
2014,2014-15,Atlanta Hawks,2PT,Made,Midrange,11.9,24.75,22
2014,2014-15,Philadelphia 76ers,2PT,Made,Paint (non-RA),-4,10.45,6
2014,2014-15,Charlotte Bobcats,2PT,Made,Midrange,13.9,12.95,15
2014,2014-15,Houston Rockets,2PT,Made,Paint (non-RA),2.1,13.05,8
2014,2014-15,Portland Trail Blazers,2PT,Missed,Paint (non-RA),4.3,6.95,4
2014,2014-15,Chicago Bulls,2PT,Missed,Restricted Area,-0.7,5.05,0
2014,2014-15,Dallas Mavericks,2PT,Made,Restricted Area,0.2,5.25,0
2014,2014-15,Los Angeles Clippers,2PT,Made,Midrange,13.6,12.95,15
2014,2014-15,Golden State Warriors,2PT,Missed,Midrange,-5,21.25,16
2014,2014-15,Cleveland Cavaliers,2PT,Missed,Paint (non-RA),-3.4,13.55,8
2014,2014-15,Cleveland Cavaliers,2PT,Made,Paint (non-RA),-1.2,9.65,4
2014,2014-15,Charlotte Bobcats,2PT,Missed,Midrange,-9.1,6.45,9
2014,2014-15,Memphis Grizzlies,2PT,Missed,Restricted Area,0.2,4.15,1
2014,2014-15,Denver Nuggets,2PT,Made,Restricted Area,-1.7,5.05,1
2014,2014-15,Milwaukee Bucks,2PT,Made,Midrange,17.2,13.75,19
2014,2014-15,Utah Jazz,2PT,Made,Restricted Area,-0,5.65,0
2014,2014-15,Houston Rockets,2PT,Made,Restricted Area,-2,5.55,2
2014,2014-15,Milwaukee Bucks,2PT,Missed,Restricted Area,1.9,8.35,3
2014,2014-15,Milwaukee Bucks,2PT,Missed,Restricted Area,-3.4,5.95,3
2014,2014-15,Portland Trail Blazers,2PT,Made,Restricted Area,0.2,4.75,0
2014,2014-15,Memphis Grizzlies,2PT,Missed,Restricted Area,-1.7,5.25,1
2014,2014-15,Portland Trail Blazers,2PT,Made,Restricted Area,0.2,4.95,0
2014,2014-15,San Antonio Spurs,2PT,Missed,Midrange,6.5,20.65,16
2014,2014-15,Dallas Mavericks,2PT,Made,Restricted Area,-0.9,5.65,0
2014,2014-15,Denver Nuggets,2PT,Made,Restricted Area,-0.7,6.95,1
2014,2014-15,Orlando Magic,2PT,Missed,Midrange,-8.1,9.15,8
2014,2014-15,Detroit Pistons,2PT,Made,Restricted Area,-0.1,5.35,0
2014,2014-15,Oklahoma City Thunder,2PT,Made,Restricted Area,-0,5.55,0
2014,2014-15,New York Knicks,2PT,Missed,Paint (non-RA),-1.8,17.95,12
2014,2014-15,Oklahoma City Thunder,2PT,Made,Midrange,-15.2,13.55,17
2014,2014-15,Los Angeles Clippers,2PT,Made,Restricted Area,-0.9,6.15,1
2014,2014-15,Oklahoma City Thunder,2PT,Missed,Restricted Area,-0.9,6.95,1
2014,2014-15,Chicago Bulls,2PT,Missed,Paint (non-RA),-2.8,8.35,4
2014,2014-15,Memphis Grizzlies,2PT,Missed,Restricted Area,-0,5.55,0
2014,2014-15,Milwaukee Bucks,2PT,Made,Midrange,18.7,6.45,18
2014,2014-15,Utah Jazz,2PT,Made,Restricted Area,-1.8,6.75,2
2014,2014-15,Sacramento Kings,2PT,Missed,Restricted Area,-2.9,6.35,3
2014,2014-15,Miami Heat,2PT,Made,Midrange,-0.9,19.85,14
2014,2014-15,Oklahoma City Thunder,2PT,Made,Paint (non-RA),-5.9,5.25,5
2014,2014-15,Philadelphia 76ers,2PT,Missed,Restricted Area,-0.2,6.35,1
2014,2014-15,New Orleans Pelicans,2PT,Made,Restricted Area,-0.1,5.35,0
2014,2014-15,Los Angeles Lakers,2PT,Missed,Midrange,-16,7.15,16
2014,2014-15,Oklahoma City Thunder,2PT,Made,Restricted Area,-0.6,5.35,0
2014,2014-15,Golden State Warriors,2PT,Made,Paint (non-RA),-4.2,17.35,12
2014,2014-15,Chicago Bulls,2PT,Made,Restricted Area,-0.2,4.25,1
2014,2014-15,Phoenix Suns,2PT,Made,Paint (non-RA),6,5.85,6
2014,2014-15,Minnesota Timberwolves,2PT,Made,Restricted Area,-2.1,4.95,2
2014,2014-15,Atlanta Hawks,2PT,Missed,Midrange,8.6,21.75,18
2014,2014-15,Chicago Bulls,2PT,Missed,Restricted Area,0.5,5.95,0
2014,2014-15,Minnesota Timberwolves,2PT,Made,Midrange,-8.4,6.65,8
2014,2014-15,Denver Nuggets,2PT,Missed,Midrange,-9.9,11.95,11
2014,2014-15,Milwaukee Bucks,2PT,Made,Paint (non-RA),7.5,3.65,7
2014,2014-15,Brooklyn Nets,2PT,Missed,Restricted Area,0.5,6.95,1
2014,2014-15,Sacramento Kings,2PT,Made,Paint (non-RA),-4.8,9.45,6
2014,2014-15,Utah Jazz,2PT,Made,Restricted Area,-2.1,5.35,2
2014,2014-15,Charlotte Bobcats,2PT,Missed,Restricted Area,-0,8.65,3
2014,2014-15,Dallas Mavericks,2PT,Missed,Midrange,15.2,9.75,15
2014,2014-15,Dallas Mavericks,2PT,Made,Restricted Area,-0.4,5.35,0
2014,2014-15,Atlanta Hawks,2PT,Made,Restricted Area,1,4.25,1
2014,2014-15,Milwaukee Bucks,2PT,Made,Paint (non-RA),7.1,8.05,7
2014,2014-15,Detroit Pistons,2PT,Made,Restricted Area,-2.8,6.45,3
2014,2014-15,Golden State Warriors,2PT,Missed,Midrange,-15.2,13.05,17
2014,2014-15,San Antonio Spurs,2PT,Made,Midrange,-9.1,20.35,17
2014,2014-15,Minnesota Timberwolves,2PT,Missed,Paint (non-RA),-7.2,6.35,7
2014,2014-15,New York Knicks,2PT,Missed,Midrange,-15.5,16.75,19
2014,2014-15,Brooklyn Nets,2PT,Made,Restricted Area,-2.4,5.25,2
2014,2014-15,Memphis Grizzlies,2PT,Made,Midrange,14.4,5.25,14
2014,2014-15,Charlotte Bobcats,2PT,Missed,Midrange,-6.2,24.25,19
2014,2014-15,New Orleans Pelicans,2PT,Made,Restricted Area,-0,4.75,0
2014,2014-15,Washington Wizards,2PT,Made,Restricted Area,-0,6.95,1
2014,2014-15,Brooklyn Nets,2PT,Missed,Midrange,-15.9,6.15,15
2014,2014-15,Detroit Pistons,2PT,Missed,Midrange,12.3,10.25,13
2014,2014-15,Denver Nuggets,2PT,Made,Restricted Area,-2,5.35,2
2014,2014-15,Brooklyn Nets,2PT,Missed,Midrange,12,22.05,20
2014,2014-15,Houston Rockets,2PT,Missed,Restricted Area,1.3,5.55,1
2014,2014-15,Oklahoma City Thunder,2PT,Made,Restricted Area,-1,4.95,1
2014,2014-15,Oklahoma City Thunder,2PT,Made,Paint (non-RA),0.7,18.35,13
2014,2014-15,Utah Jazz,2PT,Missed,Midrange,9.5,16.25,14
2014,2014-15,Los Angeles Lakers,2PT,Missed,Restricted Area,0.5,7.15,1
2014,2014-15,Denver Nuggets,2PT,Missed,Midrange,-8.9,7.75,9
2014,2014-15,Memphis Grizzlies,2PT,Made,Restricted Area,0.2,4.65,0
2014,2014-15,Indiana Pacers,2PT,Missed,Paint (non-RA),4.1,9.75,6
2014,2014-15,Los Angeles Lakers,2PT,Made,Midrange,3.8,25.25,20
2014,2014-15,Golden State Warriors,2PT,Made,Paint (non-RA),7,11.55,9
2014,2014-15,Charlotte Bobcats,2PT,Made,Paint (non-RA),-0.6,11.55,6
2014,2014-15,Oklahoma City Thunder,2PT,Made,Midrange,-9.9,20.15,17
2014,2014-15,Milwaukee Bucks,2PT,Missed,Restricted Area,0.7,4.95,0
2014,2014-15,Atlanta Hawks,2PT,Missed,Paint (non-RA),7.6,15.35,12
2014,2014-15,Golden State Warriors,2PT,Made,Paint (non-RA),3.8,13.05,8
2014,2014-15,New York Knicks,2PT,Missed,Restricted Area,-0.7,7.55,2
2014,2014-15,Orlando Magic,2PT,Made,Paint (non-RA),-2.1,11.05,6
2014,2014-15,Utah Jazz,2PT,Missed,Midrange,-8.9,12.35,11
2014,2014-15,Cleveland Cavaliers,2PT,Missed,Midrange,17.4,2.75,17
2014,2014-15,Atlanta Hawks,2PT,Made,Midrange,-1.3,22.55,17
2014,2014-15,Phoenix Suns,2PT,Made,Restricted Area,-0.2,8.25,3
2014,2014-15,San Antonio Spurs,2PT,Missed,Restricted Area,1.3,4.75,1
2014,2014-15,New Orleans Pelicans,2PT,Made,Midrange,11.2,23.15,21
2014,2014-15,Portland Trail Blazers,2PT,Missed,Midrange,8.2,20.15,17
2014,2014-15,Chicago Bulls,2PT,Made,Restricted Area,-1.5,5.95,1
2014,2014-15,Portland Trail Blazers,2PT,Made,Restricted Area,-0,5.65,0
2014,2014-15,Toronto Raptors,2PT,Missed,Restricted Area,-0.7,4.95,0
2014,2014-15,San Antonio Spurs,2PT,Missed,Midrange,-4.2,22.25,17
2014,2014-15,Atlanta Hawks,2PT,Made,Paint (non-RA),-0,10.45,5
2014,2014-15,Brooklyn Nets,2PT,Made,Midrange,-5.6,24.95,20
2014,2014-15,Los Angeles Clippers,2PT,Missed,Midrange,12.5,17.05,17
2014,2014-15,Utah Jazz,2PT,Made,Midrange,16.1,5.05,16
2014,2014-15,Indiana Pacers,2PT,Made,Restricted Area,-0.1,6.35,1
2014,2014-15,Milwaukee Bucks,2PT,Made,Paint (non-RA),5.4,4.45,5
2014,2014-15,Denver Nuggets,2PT,Made,Midrange,12.8,22.05,21
2014,2014-15,Houston Rockets,2PT,Made,Restricted Area,-0,5.05,0
2014,2014-15,Detroit Pistons,2PT,Missed,Midrange,-3.1,22.55,17
2014,2014-15,Milwaukee Bucks,2PT,Missed,Paint (non-RA),-6.4,18.35,14
2014,2014-15,Boston Celtics,2PT,Missed,Restricted Area,-1.7,5.85,1
2014,2014-15,Indiana Pacers,2PT,Missed,Restricted Area,-0.6,8.55,3
2014,2014-15,Portland Trail Blazers,2PT,Made,Restricted Area,-1,5.25,1
2014,2014-15,Golden State Warriors,2PT,Made,Restricted Area,-1.7,6.35,2
2014,2014-15,Toronto Raptors,2PT,Missed,Paint (non-RA),-0.2,15.75,10
2014,2014-15,Oklahoma City Thunder,2PT,Made,Paint (non-RA),-4.2,18.75,14
2014,2014-15,Orlando Magic,2PT,Missed,Midrange,13.1,19.25,19
2014,2014-15,Sacramento Kings,2PT,Missed,Paint (non-RA),-4.5,6.65,4
2014,2014-15,Dallas Mavericks,2PT,Made,Restricted Area,0.7,6.15,1
2014,2014-15,Orlando Magic,2PT,Missed,Midrange,-10,24.15,21
2014,2014-15,Dallas Mavericks,2PT,Missed,Paint (non-RA),-1,10.45,5
2014,2014-15,Phoenix Suns,2PT,Missed,Restricted Area,1.5,6.45,1
2014,2014-15,Boston Celtics,2PT,Made,Restricted Area,0.2,6.15,0
2014,2014-15,Brooklyn Nets,2PT,Missed,Restricted Area,-0.7,5.35,0
2014,2014-15,Denver Nuggets,2PT,Missed,Restricted Area,-1.2,5.35,1
2014,2014-15,Houston Rockets,2PT,Made,Restricted Area,0.8,7.25,2
2014,2014-15,Dallas Mavericks,2PT,Made,Restricted Area,-1.7,6.75,2
2014,2014-15,Chicago Bulls,2PT,Made,Midrange,-8.9,26.05,22
2014,2014-15,Detroit Pistons,2PT,Made,Restricted Area,-0.7,5.95,0
2014,2014-15,Brooklyn Nets,2PT,Missed,Midrange,1.1,24.95,19
2014,2014-15,Chicago Bulls,2PT,Missed,Midrange,19,7.55,19
2014,2014-15,New Orleans Pelicans,2PT,Made,Restricted Area,-0.9,6.95,1
2014,2014-15,Sacramento Kings,2PT,Made,Midrange,-5.8,22.25,17
2014,2014-15,Atlanta Hawks,2PT,Made,Restricted Area,-1.3,5.85,1
2014,2014-15,Orlando Magic,2PT,Made,Restricted Area,0.4,7.25,2
2014,2014-15,Dallas Mavericks,2PT,Made,Restricted Area,-0.9,5.55,0
2014,2014-15,Minnesota Timberwolves,2PT,Missed,Restricted Area,1.6,5.55,1
2014,2014-15,San Antonio Spurs,2PT,Made,Paint (non-RA),-0.9,9.95,4
2014,2014-15,Los Angeles Clippers,2PT,Made,Restricted Area,-1.2,5.25,1
2014,2014-15,Denver Nuggets,2PT,Made,Restricted Area,-0,7.25,2
2014,2014-15,Dallas Mavericks,2PT,Made,Restricted Area,0.2,6.95,1
2014,2014-15,Los Angeles Lakers,2PT,Made,Paint (non-RA),-0.6,13.75,8
2014,2014-15,New Orleans Pelicans,2PT,Made,Restricted Area,-2.6,6.65,2
2014,2014-15,Brooklyn Nets,2PT,Missed,Midrange,-14,14.85,16
2014,2014-15,Dallas Mavericks,2PT,Missed,Midrange,1.3,20.95,15
2014,2014-15,Phoenix Suns,2PT,Missed,Midrange,13.6,10.85,14
2014,2014-15,Chicago Bulls,2PT,Made,Midrange,-12.7,18.45,18
2014,2014-15,Detroit Pistons,2PT,Missed,Restricted Area,3.4,7.15,3
2014,2014-15,Boston Celtics,2PT,Made,Midrange,-4.2,24.95,20
2014,2014-15,Sacramento Kings,2PT,Made,Midrange,1.3,27.45,22
2014,2014-15,Cleveland Cavaliers,2PT,Made,Midrange,-4.7,22.75,18
2014,2014-15,Minnesota Timberwolves,2PT,Missed,Midrange,-11.9,20.65,19
2014,2014-15,Sacramento Kings,2PT,Missed,Restricted Area,2.1,4.25,2
2014,2014-15,Los Angeles Lakers,2PT,Missed,Midrange,7.5,21.15,17
2014,2014-15,Orlando Magic,2PT,Made,Midrange,-10.5,4.45,10
2014,2014-15,Charlotte Bobcats,2PT,Missed,Midrange,14.2,7.85,14
2014,2014-15,Miami Heat,2PT,Missed,Midrange,-9.5,19.25,16
2014,2014-15,Charlotte Bobcats,2PT,Missed,Restricted Area,-1.7,5.25,1
2014,2014-15,Detroit Pistons,2PT,Missed,Midrange,-1,23.65,18
2014,2014-15,Phoenix Suns,2PT,Made,Restricted Area,1.3,5.55,1
2014,2014-15,Detroit Pistons,2PT,Made,Restricted Area,-0,7.15,1
2014,2014-15,New Orleans Pelicans,2PT,Made,Restricted Area,-1.7,5.05,1
2014,2014-15,Charlotte Bobcats,2PT,Made,Midrange,-17,5.55,17
2014,2014-15,Milwaukee Bucks,2PT,Missed,Restricted Area,0.5,6.65,1
2014,2014-15,Portland Trail Blazers,2PT,Missed,Paint (non-RA),-3.2,15.35,10
2014,2014-15,Boston Celtics,2PT,Made,Restricted Area,0.5,5.85,0
2014,2014-15,Washington Wizards,2PT,Made,Paint (non-RA),-6.4,16.75,13
2014,2014-15,Oklahoma City Thunder,2PT,Missed,Midrange,-0,20.85,15
2014,2014-15,Los Angeles Lakers,2PT,Missed,Midrange,-0.7,22.45,17
2014,2014-15,Washington Wizards,2PT,Made,Restricted Area,0.2,5.35,0
2014,2014-15,Chicago Bulls,2PT,Missed,Paint (non-RA),1,10.75,5
2014,2014-15,Los Angeles Lakers,2PT,Made,Midrange,-0.1,21.25,16
2014,2014-15,Cleveland Cavaliers,2PT,Made,Midrange,11.1,20.95,19
2014,2014-15,Boston Celtics,2PT,Made,Restricted Area,1.9,5.55,1
2014,2014-15,Charlotte Bobcats,2PT,Made,Midrange,-16.3,17.95,20
2014,2014-15,Washington Wizards,2PT,Missed,Restricted Area,0.2,5.25,0
2014,2014-15,Minnesota Timberwolves,2PT,Missed,Restricted Area,-0,9.15,3
2014,2014-15,San Antonio Spurs,2PT,Made,Paint (non-RA),-3.9,10.05,6
2014,2014-15,Philadelphia 76ers,2PT,Made,Midrange,-16.2,10.55,17
2014,2014-15,Detroit Pistons,2PT,Made,Restricted Area,-0.7,3.05,2
2014,2014-15,Boston Celtics,2PT,Missed,Paint (non-RA),-7.5,8.95,8
2014,2014-15,Atlanta Hawks,2PT,Made,Midrange,-8.8,22.05,18
2014,2014-15,Portland Trail Blazers,2PT,Made,Restricted Area,-0.9,8.65,3
2014,2014-15,Houston Rockets,2PT,Missed,Midrange,-10,18.65,16
2014,2014-15,Brooklyn Nets,2PT,Made,Paint (non-RA),-5.4,11.65,8
2014,2014-15,Indiana Pacers,2PT,Made,Paint (non-RA),-6.7,7.55,7
2014,2014-15,Detroit Pistons,2PT,Missed,Restricted Area,1.6,5.35,1
2014,2014-15,Orlando Magic,2PT,Missed,Midrange,-9.7,22.45,19
2014,2014-15,Los Angeles Lakers,2PT,Missed,Midrange,8.1,20.95,17
2014,2014-15,Oklahoma City Thunder,2PT,Missed,Midrange,-13.5,12.75,15
2014,2014-15,Washington Wizards,2PT,Missed,Midrange,-5,23.95,19
2014,2014-15,Milwaukee Bucks,2PT,Missed,Midrange,-11.9,11.85,13
2014,2014-15,Miami Heat,2PT,Made,Restricted Area,-0.1,5.35,0
2014,2014-15,Cleveland Cavaliers,2PT,Made,Restricted Area,0.7,7.15,2
2014,2014-15,Boston Celtics,2PT,Made,Restricted Area,-1.5,6.65,2
2014,2014-15,Memphis Grizzlies,2PT,Missed,Restricted Area,0.4,7.45,2
2014,2014-15,New York Knicks,2PT,Made,Restricted Area,0.2,5.85,0
2014,2014-15,Denver Nuggets,2PT,Missed,Paint (non-RA),-5.6,7.45,6
2014,2014-15,Phoenix Suns,2PT,Made,Paint (non-RA),-2,9.35,4
2014,2014-15,Washington Wizards,2PT,Missed,Midrange,17.1,14.85,19
2014,2014-15,Portland Trail Blazers,2PT,Missed,Midrange,-16.6,6.45,16
2014,2014-15,Cleveland Cavaliers,2PT,Missed,Restricted Area,1.6,6.35,1
2014,2014-15,Phoenix Suns,2PT,Missed,Midrange,16.6,12.95,18
2014,2014-15,Portland Trail Blazers,2PT,Made,Restricted Area,0.4,6.35,1
2014,2014-15,San Antonio Spurs,2PT,Made,Restricted Area,0.7,5.65,0
2014,2014-15,New York Knicks,2PT,Missed,Restricted Area,0.8,5.65,0
2014,2014-15,Milwaukee Bucks,2PT,Made,Paint (non-RA),6.8,9.75,8
2014,2014-15,Orlando Magic,2PT,Made,Midrange,-1.8,23.65,18
2014,2014-15,Oklahoma City Thunder,2PT,Missed,Restricted Area,-1.8,7.45,2
2014,2014-15,Philadelphia 76ers,2PT,Made,Restricted Area,2.7,7.25,3
2014,2014-15,Philadelphia 76ers,2PT,Missed,Midrange,-11.9,18.65,17
2014,2014-15,Phoenix Suns,2PT,Made,Restricted Area,0.4,5.25,0
2014,2014-15,Atlanta Hawks,2PT,Made,Restricted Area,0.8,8.35,3
2014,2014-15,Oklahoma City Thunder,2PT,Missed,Midrange,-0.9,24.95,19
2014,2014-15,Detroit Pistons,2PT,Missed,Midrange,-11.8,20.05,18
2014,2014-15,Indiana Pacers,2PT,Missed,Midrange,-10.6,19.45,17
2014,2014-15,San Antonio Spurs,2PT,Made,Restricted Area,1,5.05,1
2014,2014-15,Dallas Mavericks,2PT,Missed,Restricted Area,2.3,5.55,2
2014,2014-15,Brooklyn Nets,2PT,Made,Restricted Area,-2.3,7.25,3
2014,2014-15,Los Angeles Lakers,2PT,Missed,Midrange,-0.7,23.95,18
2014,2014-15,Charlotte Bobcats,2PT,Made,Restricted Area,-1.3,6.15,1
2014,2014-15,San Antonio Spurs,2PT,Made,Midrange,10,23.85,21
2014,2014-15,Los Angeles Clippers,2PT,Made,Paint (non-RA),0.4,10.25,5
2014,2014-15,Memphis Grizzlies,2PT,Missed,Midrange,16.6,17.95,20
2014,2014-15,San Antonio Spurs,2PT,Made,Midrange,-14.4,9.65,15
2014,2014-15,Miami Heat,2PT,Missed,Midrange,0.5,25.85,20
2014,2014-15,Cleveland Cavaliers,2PT,Made,Midrange,12.2,18.75,18
2014,2014-15,Minnesota Timberwolves,2PT,Made,Restricted Area,-0.6,5.25,0
2014,2014-15,Miami Heat,2PT,Missed,Midrange,19,11.65,20
2014,2014-15,Minnesota Timberwolves,2PT,Missed,Midrange,-9.4,19.25,16
2014,2014-15,Phoenix Suns,2PT,Missed,Midrange,-2.4,22.75,17
2014,2014-15,Boston Celtics,2PT,Missed,Midrange,-2.9,23.15,18
2014,2014-15,Milwaukee Bucks,2PT,Missed,Paint (non-RA),1.6,9.35,4
2014,2014-15,Oklahoma City Thunder,2PT,Missed,Paint (non-RA),6.4,17.05,13
2014,2014-15,Denver Nuggets,2PT,Missed,Restricted Area,-1.8,5.35,1
2014,2014-15,Charlotte Bobcats,2PT,Missed,Midrange,-14,5.65,14
2014,2014-15,Utah Jazz,2PT,Missed,Restricted Area,-0,6.65,1
2014,2014-15,Atlanta Hawks,2PT,Made,Midrange,15.7,16.45,19
2014,2014-15,Oklahoma City Thunder,2PT,Made,Restricted Area,2.3,5.35,2
2014,2014-15,Detroit Pistons,2PT,Made,Restricted Area,0.2,5.25,0
2014,2014-15,Boston Celtics,2PT,Missed,Paint (non-RA),-4,11.65,7
2014,2014-15,Indiana Pacers,2PT,Missed,Restricted Area,-3.2,7.15,3
2014,2014-15,San Antonio Spurs,2PT,Made,Restricted Area,1.6,5.95,1
2014,2014-15,Utah Jazz,2PT,Made,Restricted Area,0.5,3.55,1
2014,2014-15,Boston Celtics,2PT,Made,Midrange,-15.2,18.45,20
2014,2014-15,Chicago Bulls,2PT,Missed,Midrange,-15.1,16.45,18
2014,2014-15,Cleveland Cavaliers,2PT,Made,Restricted Area,-0.4,5.25,0
2014,2014-15,Charlotte Bobcats,2PT,Missed,Restricted Area,-0.4,6.45,1
2014,2014-15,Detroit Pistons,2PT,Missed,Midrange,14.2,16.75,18
2014,2014-15,Detroit Pistons,2PT,Missed,Midrange,-9.2,5.65,9
2014,2014-15,Oklahoma City Thunder,2PT,Made,Paint (non-RA),7.8,6.95,7
2014,2014-15,Cleveland Cavaliers,2PT,Made,Paint (non-RA),-7.8,18.75,15
2014,2014-15,Minnesota Timberwolves,2PT,Missed,Restricted Area,-0,5.05,0
2014,2014-15,New Orleans Pelicans,2PT,Missed,Restricted Area,-1.3,7.55,2
2014,2014-15,Atlanta Hawks,2PT,Missed,Midrange,17.7,5.25,17
2014,2014-15,Milwaukee Bucks,2PT,Missed,Restricted Area,1.8,3.85,2
2014,2014-15,Golden State Warriors,2PT,Made,Restricted Area,-1.2,5.55,1
2014,2014-15,New York Knicks,2PT,Made,Paint (non-RA),3.8,7.75,4
2014,2014-15,Portland Trail Blazers,2PT,Missed,Midrange,-18.1,5.95,18
2014,2014-15,Minnesota Timberwolves,2PT,Made,Midrange,-6.1,24.25,19
2014,2014-15,Sacramento Kings,2PT,Made,Restricted Area,-0,6.95,1
2014,2014-15,Portland Trail Blazers,2PT,Made,Restricted Area,0.4,5.25,0
2014,2014-15,New York Knicks,2PT,Missed,Restricted Area,-2.3,5.85,2
2014,2014-15,Denver Nuggets,2PT,Made,Restricted Area,-0.6,5.95,0
2014,2014-15,Golden State Warriors,2PT,Made,Midrange,-8.8,9.75,9
2014,2014-15,Chicago Bulls,2PT,Missed,Paint (non-RA),-2.3,10.45,5
2014,2014-15,Golden State Warriors,2PT,Made,Restricted Area,-1.3,4.95,1
2014,2014-15,Boston Celtics,2PT,Made,Restricted Area,1.9,5.35,1
2014,2014-15,Houston Rockets,2PT,Made,Restricted Area,-0,5.35,0
2014,2014-15,Chicago Bulls,2PT,Made,Restricted Area,1.5,6.15,1
2014,2014-15,Sacramento Kings,2PT,Missed,Paint (non-RA),5.6,7.85,6
2014,2014-15,Utah Jazz,2PT,Missed,Midrange,10.5,25.05,22
2014,2014-15,Houston Rockets,2PT,Made,Midrange,-3.1,23.05,18
2014,2014-15,Chicago Bulls,2PT,Missed,Midrange,-2.6,23.85,18
2014,2014-15,Charlotte Bobcats,2PT,Missed,Restricted Area,-1,6.35,1
2014,2014-15,Indiana Pacers,2PT,Missed,Midrange,-14.4,13.05,16
2014,2014-15,Cleveland Cavaliers,2PT,Missed,Midrange,-11.4,7.25,11
2014,2014-15,Washington Wizards,2PT,Made,Midrange,16.3,7.45,16
2014,2014-15,Phoenix Suns,2PT,Made,Restricted Area,-0.1,6.15,0
2014,2014-15,Washington Wizards,2PT,Missed,Midrange,-15.9,17.85,20
2014,2014-15,Charlotte Bobcats,2PT,Missed,Paint (non-RA),-3.9,6.95,4
2014,2014-15,Cleveland Cavaliers,2PT,Missed,Midrange,11.4,8.95,11
2014,2014-15,Orlando Magic,2PT,Missed,Midrange,-12.4,20.05,19
2014,2014-15,San Antonio Spurs,2PT,Made,Restricted Area,-0.6,5.95,0
2014,2014-15,Washington Wizards,2PT,Missed,Midrange,13.1,18.15,18
2014,2014-15,Minnesota Timberwolves,2PT,Missed,Midrange,18.5,18.95,23
2014,2014-15,Charlotte Bobcats,2PT,Made,Midrange,-14.3,14.55,17
2014,2014-15,Brooklyn Nets,2PT,Missed,Midrange,12.8,6.75,12
2014,2014-15,Milwaukee Bucks,2PT,Made,Restricted Area,1.1,5.85,1
2014,2014-15,Charlotte Bobcats,2PT,Made,Midrange,-0.7,28.05,22
2014,2014-15,Houston Rockets,2PT,Made,Paint (non-RA),-4.7,14.95,10
2014,2014-15,Denver Nuggets,2PT,Made,Restricted Area,-0.1,6.65,1
2014,2014-15,Philadelphia 76ers,2PT,Made,Paint (non-RA),-7,16.75,13
