season,season_label,team_name,shot_type,shot_made,basic_zone,loc_x,loc_y,shot_distance
2019,2019-20,Minnesota Timberwolves,2PT,Made,Restricted Area,-0.1,5.15,0
2019,2019-20,Miami Heat,2PT,Missed,Paint (non-RA),-1,10.15,5
2019,2019-20,Orlando Magic,2PT,Made,Restricted Area,-0,4.65,0
2019,2019-20,Toronto Raptors,2PT,Made,Midrange,-12.6,19.85,19
2019,2019-20,Dallas Mavericks,2PT,Made,Restricted Area,-1.8,8.65,3
2019,2019-20,Washington Wizards,2PT,Made,Restricted Area,-1.5,8.45,3
2019,2019-20,Toronto Raptors,2PT,Made,Restricted Area,0.1,6.75,1
2019,2019-20,Memphis Grizzlies,2PT,Made,Midrange,-15.5,16.55,19
2019,2019-20,Brooklyn Nets,2PT,Missed,Restricted Area,2.4,7.25,3
2019,2019-20,San Antonio Spurs,2PT,Missed,Paint (non-RA),1.5,13.15,8
2019,2019-20,San Antonio Spurs,2PT,Made,Midrange,-13.9,13.35,16
2019,2019-20,Milwaukee Bucks,2PT,Made,Restricted Area,-0.7,6.85,1
2019,2019-20,Portland Trail Blazers,2PT,Made,Restricted Area,-0.6,5.75,0
2019,2019-20,Sacramento Kings,2PT,Missed,Restricted Area,2.7,6.55,2
2019,2019-20,San Antonio Spurs,2PT,Made,Restricted Area,-0,4.65,0
2019,2019-20,New Orleans Pelicans,2PT,Made,Restricted Area,1.7,6.95,2
2019,2019-20,Utah Jazz,2PT,Missed,Restricted Area,1.8,7.75,3
2019,2019-20,Phoenix Suns,2PT,Made,Restricted Area,-0.4,6.75,1
2019,2019-20,Philadelphia 76ers,2PT,Missed,Midrange,13.6,9.15,14
2019,2019-20,Oklahoma City Thunder,2PT,Missed,Midrange,-8.9,9.35,9
2019,2019-20,Brooklyn Nets,2PT,Made,Restricted Area,-0.5,6.85,1
2019,2019-20,New Orleans Pelicans,2PT,Made,Paint (non-RA),3.5,12.85,8
2019,2019-20,Orlando Magic,2PT,Missed,Paint (non-RA),-5.7,6.85,5
2019,2019-20,Miami Heat,2PT,Missed,Restricted Area,-3.5,6.75,3
2019,2019-20,Atlanta Hawks,2PT,Made,Midrange,-10.6,20.35,18
2019,2019-20,Los Angeles Lakers,2PT,Missed,Restricted Area,1.1,6.05,1
2019,2019-20,Brooklyn Nets,2PT,Made,Restricted Area,-0.9,7.35,2
2019,2019-20,Utah Jazz,2PT,Made,Restricted Area,-0.8,5.85,1
2019,2019-20,Sacramento Kings,2PT,Missed,Restricted Area,-1.1,6.55,1
2019,2019-20,Memphis Grizzlies,2PT,Made,Midrange,4.3,26.75,21
2019,2019-20,Portland Trail Blazers,2PT,Made,Midrange,-8.4,18.35,15
2019,2019-20,Phoenix Suns,2PT,Missed,Midrange,-5.1,23.15,18
2019,2019-20,Milwaukee Bucks,2PT,Missed,Midrange,18.7,4.65,18
2019,2019-20,Phoenix Suns,2PT,Missed,Paint (non-RA),-0.2,9.65,4
2019,2019-20,Golden State Warriors,2PT,Missed,Paint (non-RA),-7.4,6.45,7
2019,2019-20,Detroit Pistons,2PT,Missed,Paint (non-RA),5.1,7.15,5
2019,2019-20,Atlanta Hawks,2PT,Made,Restricted Area,1.7,6.15,1
2019,2019-20,Chicago Bulls,2PT,Missed,Midrange,13.3,9.05,13
2019,2019-20,Houston Rockets,2PT,Missed,Restricted Area,-1.4,6.35,1
2019,2019-20,Miami Heat,2PT,Missed,Midrange,7.9,20.55,17
2019,2019-20,Indiana Pacers,2PT,Missed,Restricted Area,0.3,6.05,0
2019,2019-20,Sacramento Kings,2PT,Made,Restricted Area,-1.9,6.55,2
2019,2019-20,Chicago Bulls,2PT,Missed,Restricted Area,2.4,5.85,2
2019,2019-20,Milwaukee Bucks,2PT,Made,Restricted Area,0.6,8.75,3
2019,2019-20,Utah Jazz,2PT,Made,Restricted Area,-0.6,6.55,1
2019,2019-20,Detroit Pistons,2PT,Made,Midrange,-20.1,10.05,20
2019,2019-20,San Antonio Spurs,2PT,Made,Restricted Area,1.3,6.95,2
2019,2019-20,Minnesota Timberwolves,2PT,Made,Restricted Area,-0,4.65,0
2019,2019-20,LA Clippers,2PT,Made,Restricted Area,0.8,6.95,1
2019,2019-20,Houston Rockets,2PT,Missed,Midrange,12.2,18.25,17
2019,2019-20,Toronto Raptors,2PT,Missed,Paint (non-RA),-2.2,13.65,8
2019,2019-20,Indiana Pacers,2PT,Missed,Restricted Area,0.6,4.95,0
2019,2019-20,Indiana Pacers,2PT,Missed,Restricted Area,-2.2,5.35,2
2019,2019-20,Charlotte Hornets,2PT,Made,Paint (non-RA),-1.7,15.65,10
2019,2019-20,Washington Wizards,2PT,Missed,Midrange,4,23.75,18
2019,2019-20,Denver Nuggets,2PT,Missed,Midrange,-5.1,25.35,20
2019,2019-20,New Orleans Pelicans,2PT,Made,Restricted Area,1.1,5.25,1
2019,2019-20,Sacramento Kings,2PT,Missed,Midrange,-5.9,21.55,17
2019,2019-20,Denver Nuggets,2PT,Missed,Restricted Area,-0,4.65,0
2019,2019-20,Miami Heat,2PT,Made,Restricted Area,-0.9,6.35,1
2019,2019-20,Atlanta Hawks,2PT,Made,Restricted Area,-0.6,5.85,0
2019,2019-20,Utah Jazz,2PT,Missed,Paint (non-RA),4.7,9.25,6
2019,2019-20,Denver Nuggets,2PT,Made,Restricted Area,-0,4.65,0
2019,2019-20,Milwaukee Bucks,2PT,Missed,Midrange,16.5,7.85,16
2019,2019-20,Denver Nuggets,2PT,Made,Restricted Area,-0,6.55,1
2019,2019-20,Indiana Pacers,2PT,Made,Paint (non-RA),5.5,15.15,11
2019,2019-20,Sacramento Kings,2PT,Missed,Paint (non-RA),7.8,15.15,12
2019,2019-20,New Orleans Pelicans,2PT,Missed,Restricted Area,-1,7.25,2
2019,2019-20,San Antonio Spurs,2PT,Made,Restricted Area,3,6.25,3
2019,2019-20,Minnesota Timberwolves,2PT,Missed,Midrange,-12.8,15.35,16
2019,2019-20,Minnesota Timberwolves,2PT,Missed,Restricted Area,0.4,5.15,0
2019,2019-20,New York Knicks,2PT,Made,Restricted Area,-0.2,5.65,0
2019,2019-20,Memphis Grizzlies,2PT,Made,Restricted Area,-0.5,7.75,2
2019,2019-20,Sacramento Kings,2PT,Made,Restricted Area,1.1,5.65,1
2019,2019-20,Cleveland Cavaliers,2PT,Missed,Paint (non-RA),-7,7.45,7
2019,2019-20,Memphis Grizzlies,2PT,Missed,Midrange,9.2,20.35,17
2019,2019-20,New York Knicks,2PT,Made,Restricted Area,-0.2,5.25,0
2019,2019-20,Minnesota Timberwolves,2PT,Missed,Paint (non-RA),-5.2,4.65,5
2019,2019-20,Dallas Mavericks,2PT,Made,Midrange,3.6,21.95,17
2019,2019-20,Philadelphia 76ers,2PT,Made,Paint (non-RA),-2,9.35,4
2019,2019-20,Charlotte Hornets,2PT,Made,Paint (non-RA),1.1,16.45,11
2019,2019-20,Sacramento Kings,2PT,Missed,Paint (non-RA),-4.9,8.45,5
2019,2019-20,New York Knicks,2PT,Made,Paint (non-RA),1.4,11.05,5
2019,2019-20,Sacramento Kings,2PT,Made,Restricted Area,-0.3,5.95,0
2019,2019-20,San Antonio Spurs,2PT,Made,Paint (non-RA),5.3,8.95,6
2019,2019-20,Golden State Warriors,2PT,Made,Restricted Area,-0.4,6.45,1
2019,2019-20,Miami Heat,2PT,Made,Restricted Area,-0.8,9.05,3
2019,2019-20,Philadelphia 76ers,2PT,Made,Restricted Area,1.9,7.55,2
2019,2019-20,Brooklyn Nets,2PT,Missed,Paint (non-RA),6.7,8.65,7
2019,2019-20,Phoenix Suns,2PT,Missed,Paint (non-RA),0.9,15.05,9
2019,2019-20,Houston Rockets,2PT,Missed,Restricted Area,-1.9,8.45,3
2019,2019-20,Atlanta Hawks,2PT,Made,Paint (non-RA),-0.6,9.45,4
2019,2019-20,Denver Nuggets,2PT,Missed,Restricted Area,-1.5,5.85,1
2019,2019-20,Phoenix Suns,2PT,Missed,Midrange,-1.8,21.95,16
2019,2019-20,Chicago Bulls,2PT,Missed,Restricted Area,-1.1,5.25,1
2019,2019-20,Utah Jazz,2PT,Made,Midrange,13.6,14.25,16
2019,2019-20,Portland Trail Blazers,2PT,Missed,Restricted Area,-0.2,6.85,1
2019,2019-20,Milwaukee Bucks,2PT,Made,Restricted Area,-0.4,6.75,1
2019,2019-20,Washington Wizards,2PT,Made,Restricted Area,0.4,5.75,0
2019,2019-20,Miami Heat,2PT,Missed,Restricted Area,-0.4,6.25,1
2019,2019-20,Los Angeles Lakers,2PT,Made,Restricted Area,-1.1,6.55,1
2019,2019-20,Minnesota Timberwolves,2PT,Made,Restricted Area,-0.2,4.45,0
2019,2019-20,LA Clippers,2PT,Made,Restricted Area,-2.2,6.05,2
2019,2019-20,Houston Rockets,2PT,Made,Paint (non-RA),-0.2,17.95,12
2019,2019-20,Cleveland Cavaliers,2PT,Missed,Restricted Area,-1.1,7.35,2
2019,2019-20,Milwaukee Bucks,2PT,Made,Restricted Area,-1.3,6.75,1
2019,2019-20,Washington Wizards,2PT,Made,Midrange,-14.3,8.65,14
2019,2019-20,Phoenix Suns,2PT,Made,Restricted Area,-0.8,6.35,1
2019,2019-20,New York Knicks,2PT,Missed,Restricted Area,-0.7,6.05,1
2019,2019-20,Philadelphia 76ers,2PT,Made,Restricted Area,-0.2,6.05,0
2019,2019-20,Memphis Grizzlies,2PT,Made,Restricted Area,-0,4.65,0
2019,2019-20,Boston Celtics,2PT,Missed,Midrange,-9.3,15.85,14
2019,2019-20,Phoenix Suns,2PT,Made,Midrange,15.2,11.25,16
2019,2019-20,San Antonio Spurs,2PT,Missed,Paint (non-RA),-0.5,11.05,5
2019,2019-20,Milwaukee Bucks,2PT,Made,Restricted Area,-0,5.75,0
2019,2019-20,Charlotte Hornets,2PT,Made,Paint (non-RA),-7.7,9.85,8
2019,2019-20,New Orleans Pelicans,2PT,Missed,Restricted Area,2.3,5.45,2
2019,2019-20,Minnesota Timberwolves,2PT,Made,Restricted Area,1,8.25,3
2019,2019-20,Oklahoma City Thunder,2PT,Made,Paint (non-RA),-5.1,10.15,7
2019,2019-20,Charlotte Hornets,2PT,Missed,Restricted Area,0.2,5.05,0
2019,2019-20,Washington Wizards,2PT,Missed,Paint (non-RA),5.5,19.05,14
2019,2019-20,Charlotte Hornets,2PT,Missed,Paint (non-RA),0.9,12.05,6
2019,2019-20,Oklahoma City Thunder,2PT,Made,Midrange,11.3,6.35,11
2019,2019-20,LA Clippers,2PT,Missed,Restricted Area,1.4,6.85,2
2019,2019-20,Orlando Magic,2PT,Made,Restricted Area,1,5.55,1
2019,2019-20,Milwaukee Bucks,2PT,Missed,Restricted Area,-0.5,6.55,1
2019,2019-20,Phoenix Suns,2PT,Missed,Restricted Area,-0,4.65,0
2019,2019-20,LA Clippers,2PT,Missed,Restricted Area,1.5,7.65,2
2019,2019-20,Miami Heat,2PT,Made,Paint (non-RA),0.2,14.85,9
2019,2019-20,Sacramento Kings,2PT,Made,Restricted Area,0.9,7.95,2
2019,2019-20,San Antonio Spurs,2PT,Missed,Paint (non-RA),4.4,15.25,10
2019,2019-20,Charlotte Hornets,2PT,Made,Paint (non-RA),-2.6,18.35,13
2019,2019-20,Dallas Mavericks,2PT,Missed,Paint (non-RA),1.6,16.35,11
2019,2019-20,Milwaukee Bucks,2PT,Made,Restricted Area,-0.7,6.65,1
2019,2019-20,Oklahoma City Thunder,2PT,Made,Paint (non-RA),1.8,12.05,7
2019,2019-20,Indiana Pacers,2PT,Made,Restricted Area,0.8,5.65,0
2019,2019-20,Indiana Pacers,2PT,Missed,Paint (non-RA),5.1,19.05,14
2019,2019-20,Detroit Pistons,2PT,Made,Restricted Area,-0,4.65,0
2019,2019-20,Phoenix Suns,2PT,Made,Restricted Area,-0,6.05,0
2019,2019-20,Sacramento Kings,2PT,Made,Restricted Area,0.2,6.75,1
2019,2019-20,Memphis Grizzlies,2PT,Made,Midrange,-5.8,24.45,20
2019,2019-20,Sacramento Kings,2PT,Missed,Restricted Area,-0,4.65,0
2019,2019-20,Sacramento Kings,2PT,Missed,Midrange,-13.8,5.15,13
2019,2019-20,Detroit Pistons,2PT,Missed,Restricted Area,1,6.95,1
2019,2019-20,Orlando Magic,2PT,Made,Paint (non-RA),4.1,18.25,13
2019,2019-20,Utah Jazz,2PT,Made,Restricted Area,-0.1,6.55,1
2019,2019-20,LA Clippers,2PT,Made,Restricted Area,-1.2,5.65,1
2019,2019-20,Denver Nuggets,2PT,Missed,Midrange,8.9,23.55,20
2019,2019-20,Minnesota Timberwolves,2PT,Made,Restricted Area,-0.2,6.75,1
2019,2019-20,LA Clippers,2PT,Made,Restricted Area,-0.1,6.95,1
2019,2019-20,Boston Celtics,2PT,Made,Restricted Area,1.7,5.95,1
2019,2019-20,Utah Jazz,2PT,Made,Restricted Area,-1.9,5.85,1
2019,2019-20,Chicago Bulls,2PT,Missed,Midrange,9.8,22.85,20
2019,2019-20,Charlotte Hornets,2PT,Missed,Restricted Area,0.5,5.95,0
2019,2019-20,Golden State Warriors,2PT,Missed,Restricted Area,1.6,7.95,3
2019,2019-20,Memphis Grizzlies,2PT,Made,Paint (non-RA),1.7,13.35,8
2019,2019-20,Houston Rockets,2PT,Missed,Restricted Area,-0.3,5.65,0
2019,2019-20,Minnesota Timberwolves,2PT,Made,Restricted Area,2.5,6.55,2
2019,2019-20,Brooklyn Nets,2PT,Made,Restricted Area,0.9,6.35,1
2019,2019-20,Indiana Pacers,2PT,Made,Midrange,-1.8,20.15,15
2019,2019-20,Golden State Warriors,2PT,Made,Midrange,-12.7,7.35,12
2019,2019-20,Memphis Grizzlies,2PT,Missed,Midrange,0.6,25.95,20
2019,2019-20,San Antonio Spurs,2PT,Missed,Midrange,2.4,26.65,21
2019,2019-20,Brooklyn Nets,2PT,Made,Paint (non-RA),-0.2,10.95,5
2019,2019-20,Oklahoma City Thunder,2PT,Missed,Paint (non-RA),3.8,10.65,6
2019,2019-20,Denver Nuggets,2PT,Made,Paint (non-RA),1.2,18.25,13
2019,2019-20,Chicago Bulls,2PT,Made,Restricted Area,0.9,6.25,1
2019,2019-20,LA Clippers,2PT,Made,Restricted Area,-0,4.65,0
2019,2019-20,Denver Nuggets,2PT,Made,Paint (non-RA),1.4,12.25,7
2019,2019-20,Boston Celtics,2PT,Made,Paint (non-RA),4.9,8.35,5
2019,2019-20,Minnesota Timberwolves,2PT,Missed,Paint (non-RA),0.7,12.35,7
2019,2019-20,Miami Heat,2PT,Missed,Paint (non-RA),-1.9,17.35,12
2019,2019-20,Miami Heat,2PT,Made,Midrange,10.6,25.05,22
2019,2019-20,Orlando Magic,2PT,Missed,Midrange,10.6,23.55,21
2019,2019-20,Chicago Bulls,2PT,Made,Paint (non-RA),1.8,10.25,5
2019,2019-20,Detroit Pistons,2PT,Missed,Paint (non-RA),1.6,9.05,4
2019,2019-20,Atlanta Hawks,2PT,Missed,Restricted Area,0.2,6.25,1
2019,2019-20,Los Angeles Lakers,2PT,Missed,Midrange,5.8,19.15,15
2019,2019-20,Philadelphia 76ers,2PT,Made,Midrange,-1.3,25.55,20
2019,2019-20,Washington Wizards,2PT,Made,Restricted Area,-2.3,5.05,2
2019,2019-20,Minnesota Timberwolves,2PT,Missed,Restricted Area,1.4,5.35,1
2019,2019-20,Sacramento Kings,2PT,Made,Restricted Area,-0.8,7.25,2
2019,2019-20,Memphis Grizzlies,2PT,Missed,Restricted Area,-0.5,3.25,2
2019,2019-20,Atlanta Hawks,2PT,Missed,Restricted Area,-1.2,6.65,1
2019,2019-20,Miami Heat,2PT,Made,Restricted Area,-1.3,6.75,1
2019,2019-20,Milwaukee Bucks,2PT,Made,Restricted Area,0.6,4.75,0
2019,2019-20,Phoenix Suns,2PT,Made,Midrange,13.3,7.35,13
2019,2019-20,Minnesota Timberwolves,2PT,Missed,Restricted Area,0.3,6.15,0
2019,2019-20,Indiana Pacers,2PT,Made,Restricted Area,0.7,5.95,0
2019,2019-20,Utah Jazz,2PT,Made,Restricted Area,-0,4.65,0
2019,2019-20,Philadelphia 76ers,2PT,Missed,Midrange,-2.5,21.15,16
2019,2019-20,San Antonio Spurs,2PT,Made,Midrange,-13.7,14.05,16
2019,2019-20,New Orleans Pelicans,2PT,Made,Restricted Area,0.7,7.55,2
2019,2019-20,Phoenix Suns,2PT,Made,Restricted Area,-0.3,6.25,1
2019,2019-20,Oklahoma City Thunder,2PT,Missed,Midrange,-13.6,7.25,13
2019,2019-20,Detroit Pistons,2PT,Missed,Paint (non-RA),5.4,12.95,9
2019,2019-20,Indiana Pacers,2PT,Made,Midrange,-7.5,22.45,18
2019,2019-20,Portland Trail Blazers,2PT,Missed,Midrange,-18.8,6.55,18
2019,2019-20,Cleveland Cavaliers,2PT,Made,Restricted Area,-0,4.65,0
2019,2019-20,Boston Celtics,2PT,Made,Restricted Area,-1.2,7.85,2
2019,2019-20,Detroit Pistons,2PT,Missed,Midrange,-0,20.25,15
2019,2019-20,Cleveland Cavaliers,2PT,Made,Midrange,-9.2,9.65,10
2019,2019-20,Phoenix Suns,2PT,Made,Midrange,-13.2,5.65,13
2019,2019-20,Charlotte Hornets,2PT,Missed,Restricted Area,1.7,6.35,2
2019,2019-20,Phoenix Suns,2PT,Missed,Restricted Area,0.8,6.15,1
2019,2019-20,New Orleans Pelicans,2PT,Made,Midrange,16.4,11.95,17
2019,2019-20,Houston Rockets,2PT,Made,Midrange,-1.1,22.95,17
2019,2019-20,LA Clippers,2PT,Missed,Paint (non-RA),0.8,10.25,5
2019,2019-20,Oklahoma City Thunder,2PT,Made,Midrange,-3.4,19.35,14
2019,2019-20,Los Angeles Lakers,2PT,Made,Restricted Area,-2.7,5.25,2
2019,2019-20,Houston Rockets,2PT,Made,Restricted Area,-0.6,6.65,1
2019,2019-20,LA Clippers,2PT,Missed,Restricted Area,3,6.75,3
2019,2019-20,Indiana Pacers,2PT,Made,Paint (non-RA),-3.2,17.45,12
2019,2019-20,Golden State Warriors,2PT,Missed,Restricted Area,-0.9,6.85,1
2019,2019-20,Dallas Mavericks,2PT,Missed,Midrange,4.6,20.45,15
2019,2019-20,Minnesota Timberwolves,2PT,Missed,Restricted Area,-0,4.65,0
2019,2019-20,Minnesota Timberwolves,2PT,Made,Restricted Area,-1,6.75,1
2019,2019-20,Cleveland Cavaliers,2PT,Missed,Paint (non-RA),7.4,10.25,8
2019,2019-20,Atlanta Hawks,2PT,Made,Midrange,-5.6,27.95,23
2019,2019-20,Golden State Warriors,2PT,Made,Paint (non-RA),5.2,16.95,12
2019,2019-20,Phoenix Suns,2PT,Made,Paint (non-RA),-3.6,8.75,5
2019,2019-20,LA Clippers,2PT,Made,Restricted Area,0.3,5.15,0
2019,2019-20,Sacramento Kings,2PT,Missed,Restricted Area,-1.4,7.85,2
2019,2019-20,New Orleans Pelicans,2PT,Made,Restricted Area,-1.1,7.25,2
2019,2019-20,LA Clippers,2PT,Made,Restricted Area,-0,4.65,0
2019,2019-20,Indiana Pacers,2PT,Made,Restricted Area,-0,4.65,0
2019,2019-20,Golden State Warriors,2PT,Missed,Midrange,1.2,25.95,20
2019,2019-20,Oklahoma City Thunder,2PT,Missed,Midrange,-5.9,25.75,21
2019,2019-20,Cleveland Cavaliers,2PT,Made,Restricted Area,0.4,6.65,1
2019,2019-20,Phoenix Suns,2PT,Made,Restricted Area,-0,5.65,0
2019,2019-20,Sacramento Kings,2PT,Missed,Paint (non-RA),-2.1,11.55,6
2019,2019-20,Golden State Warriors,2PT,Made,Paint (non-RA),0.2,17.75,12
2019,2019-20,Golden State Warriors,2PT,Made,Midrange,15,13.75,17
2019,2019-20,LA Clippers,2PT,Made,Restricted Area,-1.5,6.35,1
2019,2019-20,Cleveland Cavaliers,2PT,Missed,Restricted Area,0.2,4.95,0
2019,2019-20,Houston Rockets,2PT,Made,Paint (non-RA),6.3,9.55,7
2019,2019-20,Chicago Bulls,2PT,Made,Restricted Area,1.3,5.15,1
2019,2019-20,Sacramento Kings,2PT,Made,Midrange,1.8,24.75,19
2019,2019-20,Milwaukee Bucks,2PT,Missed,Paint (non-RA),3.9,17.05,12
2019,2019-20,Cleveland Cavaliers,2PT,Made,Midrange,7.4,20.55,16
2019,2019-20,LA Clippers,2PT,Made,Midrange,-9.2,13.15,12
2019,2019-20,Sacramento Kings,2PT,Made,Restricted Area,-2.1,6.05,2
2019,2019-20,Atlanta Hawks,2PT,Made,Restricted Area,0.7,5.15,0
2019,2019-20,Charlotte Hornets,2PT,Missed,Restricted Area,-0.1,8.45,3
2019,2019-20,Oklahoma City Thunder,2PT,Made,Restricted Area,0.9,4.85,0
2019,2019-20,Philadelphia 76ers,2PT,Made,Restricted Area,-2.1,6.35,2
2019,2019-20,Indiana Pacers,2PT,Missed,Midrange,-3.2,21.15,16
2019,2019-20,Cleveland Cavaliers,2PT,Missed,Paint (non-RA),-2.3,16.15,11
2019,2019-20,Portland Trail Blazers,2PT,Missed,Restricted Area,-0,4.65,0
2019,2019-20,Miami Heat,2PT,Made,Restricted Area,0.8,6.05,1
2019,2019-20,Indiana Pacers,2PT,Missed,Midrange,-5.3,22.75,18
2019,2019-20,Indiana Pacers,2PT,Made,Restricted Area,1.2,6.95,2
2019,2019-20,Philadelphia 76ers,2PT,Missed,Restricted Area,1.8,6.15,2
2019,2019-20,Chicago Bulls,2PT,Made,Restricted Area,-0.3,5.75,0
2019,2019-20,Miami Heat,2PT,Missed,Paint (non-RA),5.4,17.95,13
2019,2019-20,Detroit Pistons,2PT,Missed,Restricted Area,-3.2,7.25,3
2019,2019-20,Charlotte Hornets,2PT,Missed,Midrange,12.2,17.55,17
2019,2019-20,San Antonio Spurs,2PT,Missed,Paint (non-RA),-1.3,12.05,6
2019,2019-20,Minnesota Timberwolves,2PT,Missed,Midrange,-12.8,22.05,21
2019,2019-20,Atlanta Hawks,2PT,Missed,Midrange,-9.3,8.15,9
2019,2019-20,Oklahoma City Thunder,2PT,Made,Restricted Area,0.3,6.45,1
2019,2019-20,New York Knicks,2PT,Made,Restricted Area,-0,4.65,0
2019,2019-20,Atlanta Hawks,2PT,Made,Restricted Area,0.8,8.45,3
2019,2019-20,Dallas Mavericks,2PT,Missed,Paint (non-RA),-4.5,14.75,10
2019,2019-20,Cleveland Cavaliers,2PT,Made,Restricted Area,-0.2,5.85,0
2019,2019-20,San Antonio Spurs,2PT,Missed,Midrange,8.6,5.85,8
2019,2019-20,Miami Heat,2PT,Made,Restricted Area,-2.7,6.85,3
2019,2019-20,Memphis Grizzlies,2PT,Missed,Midrange,2.3,20.55,15
2019,2019-20,Cleveland Cavaliers,2PT,Missed,Restricted Area,0.5,4.85,0
2019,2019-20,Detroit Pistons,2PT,Made,Restricted Area,-0,7.15,1
2019,2019-20,Minnesota Timberwolves,2PT,Missed,Restricted Area,-1.3,7.35,2
2019,2019-20,Dallas Mavericks,2PT,Missed,Restricted Area,-0.8,6.55,1
2019,2019-20,Boston Celtics,2PT,Made,Paint (non-RA),-6,17.15,13
2019,2019-20,Detroit Pistons,2PT,Missed,Restricted Area,3.7,6.35,3
2019,2019-20,Boston Celtics,2PT,Missed,Midrange,-9.4,10.95,10
2019,2019-20,Detroit Pistons,2PT,Missed,Restricted Area,-2.7,7.55,3
2019,2019-20,Portland Trail Blazers,2PT,Made,Restricted Area,-0,4.65,0
2019,2019-20,Toronto Raptors,2PT,Missed,Restricted Area,-1.4,5.35,1
2019,2019-20,Cleveland Cavaliers,2PT,Missed,Paint (non-RA),4.2,11.85,7
2019,2019-20,Sacramento Kings,2PT,Made,Restricted Area,0.3,4.85,0
2019,2019-20,Sacramento Kings,2PT,Missed,Midrange,-18.7,17.75,22
2019,2019-20,Cleveland Cavaliers,2PT,Made,Restricted Area,0.3,6.45,1
2019,2019-20,Atlanta Hawks,2PT,Made,Paint (non-RA),-4,18.15,13
2019,2019-20,Portland Trail Blazers,2PT,Missed,Midrange,-13.7,14.55,16
2019,2019-20,Cleveland Cavaliers,2PT,Made,Paint (non-RA),0.6,16.65,11
2019,2019-20,Cleveland Cavaliers,2PT,Made,Restricted Area,-1.2,5.55,1
2019,2019-20,Indiana Pacers,2PT,Missed,Restricted Area,-1.4,4.25,1
2019,2019-20,New Orleans Pelicans,2PT,Made,Restricted Area,0.5,5.75,0
2019,2019-20,LA Clippers,2PT,Missed,Restricted Area,0.3,6.75,1
2019,2019-20,Atlanta Hawks,2PT,Missed,Restricted Area,-1.6,8.45,3
2019,2019-20,Boston Celtics,2PT,Missed,Paint (non-RA),-4.6,10.25,6
2019,2019-20,Brooklyn Nets,2PT,Made,Restricted Area,1.2,7.35,2
2019,2019-20,Brooklyn Nets,2PT,Made,Restricted Area,2,8.55,3
2019,2019-20,New York Knicks,2PT,Missed,Midrange,-10.3,22.05,19
2019,2019-20,Phoenix Suns,2PT,Made,Paint (non-RA),5.3,9.05,6
2019,2019-20,Detroit Pistons,2PT,Made,Paint (non-RA),-2.8,8.75,4
2019,2019-20,Minnesota Timberwolves,2PT,Missed,Paint (non-RA),7.1,5.35,7
2019,2019-20,Portland Trail Blazers,2PT,Made,Restricted Area,-0.5,5.25,0
2019,2019-20,LA Clippers,2PT,Made,Restricted Area,0.9,5.05,0
2019,2019-20,Charlotte Hornets,2PT,Made,Restricted Area,-0.5,5.65,0
2019,2019-20,Minnesota Timberwolves,2PT,Made,Paint (non-RA),-4.6,8.65,5
2019,2019-20,Dallas Mavericks,2PT,Made,Paint (non-RA),6.8,14.95,11
2019,2019-20,Charlotte Hornets,2PT,Missed,Paint (non-RA),0.9,9.85,4
2019,2019-20,Charlotte Hornets,2PT,Missed,Midrange,-16,10.05,16
2019,2019-20,Minnesota Timberwolves,2PT,Missed,Midrange,-17,10.05,17
2019,2019-20,Indiana Pacers,2PT,Missed,Midrange,-15.7,5.65,15
2019,2019-20,Portland Trail Blazers,2PT,Made,Restricted Area,-2.2,5.85,2
2019,2019-20,Chicago Bulls,2PT,Missed,Paint (non-RA),0.5,14.75,9
2019,2019-20,Philadelphia 76ers,2PT,Made,Restricted Area,0.8,7.45,2
2019,2019-20,Golden State Warriors,2PT,Missed,Midrange,0.5,19.15,13
2019,2019-20,Washington Wizards,2PT,Missed,Paint (non-RA),7.6,8.15,8
2019,2019-20,Dallas Mavericks,2PT,Missed,Restricted Area,-2.1,6.95,2
2019,2019-20,New Orleans Pelicans,2PT,Missed,Midrange,11.4,20.15,18
2019,2019-20,Brooklyn Nets,2PT,Missed,Restricted Area,-0.8,5.95,1
2019,2019-20,LA Clippers,2PT,Missed,Restricted Area,1,8.35,3
2019,2019-20,Minnesota Timberwolves,2PT,Missed,Paint (non-RA),-6.5,17.45,13
2019,2019-20,Sacramento Kings,2PT,Missed,Paint (non-RA),2.6,12.65,7
2019,2019-20,Toronto Raptors,2PT,Made,Restricted Area,0.2,6.65,1
2019,2019-20,Denver Nuggets,2PT,Made,Restricted Area,-0,4.65,0
2019,2019-20,Dallas Mavericks,2PT,Made,Restricted Area,-2.4,6.85,2
2019,2019-20,Detroit Pistons,2PT,Missed,Paint (non-RA),-0.2,13.55,8
2019,2019-20,Phoenix Suns,2PT,Missed,Restricted Area,0.3,5.45,0
2019,2019-20,Sacramento Kings,3PT,Made,Above the Break,-3.3,29.25,24
2019,2019-20,Los Angeles Lakers,3PT,Missed,Corner 3,-22.1,5.05,22
2019,2019-20,Charlotte Hornets,3PT,Made,Above the Break,6.7,30.85,26
2019,2019-20,Oklahoma City Thunder,3PT,Made,Corner 3,23.2,9.05,23
2019,2019-20,Phoenix Suns,3PT,Made,Above the Break,14.3,25.15,24
2019,2019-20,Golden State Warriors,3PT,Missed,Above the Break,-21.9,18.65,25
2019,2019-20,Charlotte Hornets,3PT,Missed,Corner 3,-23.2,9.55,23
